ID,Title,"EFI Areas","Areas of Expertise","UoE Schools",Sectors
445,"Alessandro Rosiello","EFI Executive|Engagement &amp; Innovation",,,
447,"Alex Hutchison","EFI Executive|Engagement &amp; Innovation>Innovation Services",,,
449,"Caroline Parkinson","Centres, Hubs, Projects &amp; Networks>Creative Informatics|Research Clusters>Creativity, AI and the Human|Engagement &amp; Innovation","AI in creative domains","Edinburgh Futures Institute","Creative Industries"
478,"Chris Speed","Centres, Hubs, Projects &amp; Networks>Data + Design Lab|EFI Management Group|Engagement &amp; Innovation",,,
481,"Douglas Graham","EFI Executive|Engagement &amp; Innovation",,,"Creative Industries|Financial Services &amp; FinTech|Public Services|Tourism &amp; Festivals"
487,"Gbenga Ibikunle","Centres, Hubs, Projects &amp; Networks>Edinburgh Centre for Financial Innovations",,,"Financial Services &amp; FinTech"
494,"Jude Henderson","EFI Executive",,,
497,"Kate Orton-Johnson","Education|EFI Management Group",,"College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
500,"Kristy Docherty","Engagement &amp; Innovation|Centres, Hubs, Projects &amp; Networks>Prevention Hub|Centres, Hubs, Projects &amp; Networks>Public Services Innovation Lab",,,"Public Services"
507,"Lynne Craig","Research Clusters>Creativity, AI and the Human|EFI Executive|Engagement &amp; Innovation","AI in creative domains|Human-centred and social dimensions of AI","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
510,"Lisa Otty","Engagement &amp; Innovation>Innovation Services>Data-led Methods and Research Technology|Research Clusters>Digital Cultural Heritage",,,
513,"Liz McFall","Centres, Hubs, Projects &amp; Networks>Data Civics",,,
516,"Patricia Erskine","Culture &amp; Community|Research Clusters>Digital Cultural Heritage",,"Edinburgh Futures Institute",
519,"Sean Smith","Centres, Hubs, Projects &amp; Networks>Centre for Future Infrastructure",,,
522,"Shannon Vallor","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures",,,
525,"Sian Bayne","Centres, Hubs, Projects &amp; Networks>Centre for Research in Digital Education",,,
528,"Theodor Cojoianu","EFI Management Group|Research",,,
23466,"Abby Gleave",Education,,,
23479,"Anna Duncan",Education,,,
23490,"David Murphy",Education,,,
23499,"Emma Craigen",Education,,,
23505,"Emma McAllister",Education,,,
23527,"Esther Mijers","Education|EFI Executive",,,
23531,"Jen Watson",Education,,,
23536,"Katie Murray","Education|Engagement &amp; Innovation",,,
23548,"Rachel McKay",Education,,,
23552,"Sabine Rolle",Education,,,
23557,"Sarah Harvey","Education|EFI Executive",,,
23566,"Amy Macpherson","Centres, Hubs, Projects &amp; Networks>Centre for Future Infrastructure",,,
23570,"Anna Votsi",Research,,,
23575,"Joe Noteboom","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures|Research Clusters>Critical Data Studies|Education",,"College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
23578,"Valentina Guerrieri","EFI Executive|Research",,,
23596,"Autumn Roesch-Marsh","Centres, Hubs, Projects &amp; Networks>The Binks Hub",,,
23599,"Emma Davidson","Centres, Hubs, Projects &amp; Networks>The Binks Hub",,,
23602,"Marisa de Andrade","Centres, Hubs, Projects &amp; Networks>The Binks Hub",,,
23612,"Likando Kumoyo","Centres, Hubs, Projects &amp; Networks>Centre for Data, Culture &amp; Society|Engagement &amp; Innovation>Innovation Services>Data-led Methods and Research Technology",,,
23615,"Lucia Michielin","Centres, Hubs, Projects &amp; Networks>Centre for Data, Culture &amp; Society|Engagement &amp; Innovation>Innovation Services>Data-led Methods and Research Technology",,,
23625,"John Vines","Centres, Hubs, Projects &amp; Networks>Centre for Investing Innovation|Research Clusters>Children, Interaction and Design|Research Clusters>Media and Communications","Digital Design|Social Media","College of Science &amp; Engineering>School of Informatics",
23631,"Sotirios Sabanis","Centres, Hubs, Projects &amp; Networks>Centre for Investing Innovation",,,
23637,"Christie Hewitt","Operations and Facilities",,,
23640,"Gina Helfrich","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures",,,
23643,"Fraser Macdonald","Engagement &amp; Innovation>Innovation Services>Collaborative Impact|Centres, Hubs, Projects &amp; Networks>Data for Children Collaborative",,,
23646,"Iwona Soppa","Engagement &amp; Innovation>Innovation Services>Collaborative Impact|Centres, Hubs, Projects &amp; Networks>Data for Children Collaborative",,,
23649,"Kam Chan","Engagement &amp; Innovation>Innovation Services>Futures and Design",,,
23652,"Pushpi Bagchi","Engagement &amp; Innovation>Innovation Services>Futures and Design",,,
23656,"Steve Earl","Engagement &amp; Innovation>Innovation Services>Futures and Design",,,
23660,"Laura Cram","Centres, Hubs, Projects &amp; Networks>Digital Influence &amp; Intelligence Lab",,"College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
23663,"Drew Hemment","Centres, Hubs, Projects &amp; Networks>The New Real",,,"Tourism &amp; Festivals"
23672,"Matjaz Vidmar","Centres, Hubs, Projects &amp; Networks>The New Real",,,
23678,"Joshua Ryan-Saha","Engagement &amp; Innovation|Centres, Hubs, Projects &amp; Networks>Traveltech Innovation Hub",,,"Tourism &amp; Festivals"
23684,"Maddy Burgoyne","Research Clusters>Creativity, AI and the Human|Engagement &amp; Innovation",,"Edinburgh Futures Institute","Creative Industries|Financial Services &amp; FinTech|Public Services|Tourism &amp; Festivals"
23687,"Owen Kelly","Engagement &amp; Innovation>International",,,
23697,"Vlada Kravtsova","Education|Engagement &amp; Innovation",,,
23703,"Jennifer Williams","Culture &amp; Community",,,
23706,"Fraser Pringle","Communications, Marketing &amp; Events",,,
23709,"Ioannis Kalkounos","Communications, Marketing &amp; Events",,,
23712,"Katrina Macapagal","Communications, Marketing &amp; Events",,,
23715,"Laura Dougan","Communications, Marketing &amp; Events",,,
23718,"Russell McAdam","Communications, Marketing &amp; Events",,,
23721,"Siobhan Dunn","Communications, Marketing &amp; Events|EFI Management Group",,,
23724,"Agata Gibczynska","Operations and Facilities",,,
23727,"Ingrid Heersche","Operations and Facilities",,,
23733,"Octavia Morgan","Operations and Facilities",,,
23736,"Tim Raven","EFI Executive|Operations and Facilities",,,
26028,"Ed MacKenzie","Centres, Hubs, Projects &amp; Networks>Centre for Data, Culture &amp; Society|Engagement &amp; Innovation>Innovation Services>Data-led Methods and Research Technology",,,
28962,"Lewis Williams","Communications, Marketing &amp; Events",,,
28965,"Alice Disley","Communications, Marketing &amp; Events",,,
29403,"Jordan Watson","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures",,,
29467,"Chris Elsden","Research Clusters>Creativity, AI and the Human|Centres, Hubs, Projects &amp; Networks>Data + Design Lab","AI ethics, responsibility, and governance|AI in creative domains|Human-centred and social dimensions of AI","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
30102,Felicia Murray,Philanthropy,,,
30832,"Noreen O'Donnell","Engagement &amp; Innovation",,,"Financial Services &amp; FinTech|Public Services"
30835,"Jackie Whittaker","Engagement &amp; Innovation",,,
30838,"Gillian Stirling",Education,,,
30847,"Javier Tejera","Research Clusters>Creativity, AI and the Human|Education","AI in creative domains|AI in knowledge and learning contexts","Edinburgh Futures Institute",
30899,"John Zerilli","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures",,,
30976,"Jimmy Turner","Centres, Hubs, Projects &amp; Networks>The Binks Hub",,,
37693,"David Overend",Education,,,
39426,"Katherine Trebeck",,,,
39466,"Martyn Dempsey-Caddick",Philanthropy,,,
39549,"Roddy McDougall",Education,,,
39554,"Yasmine Lewis",Education,,,
40701,"Minhyong Kim","Centres, Hubs, Projects &amp; Networks>Mathematics for Humanity",,,
42809,"Alan Kennedy","Centres, Hubs, Projects &amp; Networks>Centre for Investing Innovation",,,
43347,"Fabio Tollon","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures",,,
43349,"Cristina Richie","Centres, Hubs, Projects &amp; Networks>Centre for Technomoral Futures",,,
44468,"Jesse Norris","EFI IT Team>Information, Technical &amp; Technology Services|EFI IT Team>IT User Support",,,
44472,"Jordan Porteous","EFI IT Team",,,
44475,"Teilo Hewett","EFI IT Team>Information, Technical &amp; Technology Services|EFI IT Team>IT User Support",,"College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
44488,"Alexis Pister","Engagement &amp; Innovation>Innovation Services>Data-led Methods and Research Technology|EFI IT Team>Digital Makerspace and vislab",,,
44490,"Anthony Middleton","EFI IT Team",,,
44492,"Mike Boyd","EFI IT Team",,,
44494,"Peter Bentley","EFI IT Team>Digital Makerspace and vislab",,,
45520,"Joseph Moore","Operations and Facilities",,,
45925,"Kev Dhaliwal","EFI Management Group",,,
45970,"Addie McGowan","Research Clusters>Critical Data Studies|Centres, Hubs, Projects &amp; Networks>Data Civics",,"College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
47068,"Elif Buse Doyuran","Centres, Hubs, Projects &amp; Networks>Data Civics",,,
47502,"Tobi Schneider","Centres, Hubs, Projects &amp; Networks>Edinburgh Centre for Financial Innovations|Engagement &amp; Innovation",,,"Financial Services &amp; FinTech"
47574,"Enda Delaney","EFI Executive|Research",,,
47830,"Jade Gilhooly","Operations and Facilities",,,
47859,"Alex Taylor","Research Clusters>Critical Data Studies",,"College of Science &amp; Engineering>School of Informatics",
47863,"Karen Gregory","Research Clusters>Critical Data Studies|Research Clusters>Media and Communications",,"College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
47867,"Morgan Currie","Research Clusters>Creativity, AI and the Human|Research Clusters>Critical Data Studies|Research Clusters>Media and Communications","AI ethics, responsibility, and governance|Theories and practices of creativity","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48008,"Kate Orton-Johnson","Research Clusters>Critical Data Studies|Research Clusters>Digital Cultural Heritage|Research Clusters>Media and Communications","Digital engagement, learning and participation|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48010,"Laura Cram","Centres, Hubs, Projects &amp; Networks&gt;Digital Influence &amp; Intelligence Lab|Research Clusters>Media and Communications","Data|Political Communications|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48013,"Smita Kheria","Research Clusters>Digital Cultural Heritage|Research Clusters>Media and Communications","Copyright, IP and access|intellectual property access|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Law",
48015,"Maggie Dwyer","Research Clusters>Digital Economy and Society|Research Clusters>Media and Communications","conflict, security and politics in Africa|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48018,"George Karekwaivanane","Research Clusters>Digital Economy and Society|Research Clusters>Media and Communications","colonial/imperial history|digital humanities|digital publics and counterpublics|digital research|history of the legal profession|human rights|legal history|media and society|nationalism and post-colonial state in Africa|new media|Political Communications|Social Media|Zimbabwe","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48020,"Jean-Benoit Falisse","Research Clusters>Digital Economy and Society","access to basic social services (health, education and justice) in fragile environments|dynamics of community engagement|Journalism|Political Communications|Social Media|the (mis)use of data","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48024,"Jules Rawlinson","Research Clusters>Creativity, AI and the Human|Research Clusters>Game Worlds|Research Clusters>Media and Communications","AI in creative domains|Data|Digital Design|Screen Studies","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48026,"Tom Boylston","Research Clusters>Game Worlds|Research Clusters>Media and Communications","anthropologist in play, technology and religion","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48028,"Merlyn Seller","Research Clusters>Game Worlds|Research Clusters>Media and Communications","Digital Design|Screen Studies","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48030,"Kate Wright","Research Clusters>Media and Communications","Digital engagement, learning and participation|foundation-funded media|Journalism|NGO-supported media|Political Communications|state-funded media","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48033,"Sarah Liu","Research Clusters>Media and Communications","Data|Journalism|Political Communications","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48035,"Ewa Luger","Research Clusters>Media and Communications","Data|Digital Design|Journalism","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48037,"Emma Hunter","Research Clusters>Media and Communications","Journalism|Political Communications","College of Arts, Humanities &amp; Social Sciences>School of History, Classics and Archaeology",
48039,"Bronwyn Jones","Research Clusters>Media and Communications",Journalism,"College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48041,"Rachael Craufurd Smith","Research Clusters>Media and Communications","Digital Design|Journalism|media law|regulation of culture and European Union law","College of Arts, Humanities &amp; Social Sciences>School of Law",
48043,"Andrew Clausen","Research Clusters>Media and Communications","computer science and mathematics|designing accountability in institutions|Journalism","College of Arts, Humanities &amp; Social Sciences>School of Economics",
48046,"Ebtihal Mahadeen","Research Clusters>Media and Communications","Journalism|Political Communications|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Literatures, Languages and Cultures",
48048,"Paulo Cavaliere","Research Clusters>Media and Communications","freedom of expression, media law and communications law|Journalism","College of Arts, Humanities &amp; Social Sciences>School of Law",
48050,"Corentin Curchod","Research Clusters>Media and Communications","Data|governance in relation to market relationships|identity work|Journalism|power|Social Media|technological change","College of Arts, Humanities &amp; Social Sciences>University of Edinburgh Business School",
48052,"Walid Magdy","Research Clusters>Media and Communications","Journalism|Political Communications|Social Media","College of Science &amp; Engineering>School of Informatics",
48054,"Cristian Vaccari","Research Clusters>Media and Communications","political communication in comparative perspective|Political Communications|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48056,"Huw Davies","Research Clusters>Media and Communications","none available","College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
48058,"Benjamin Bach","Research Clusters>Media and Communications","Data|design informatics and data science","College of Science &amp; Engineering>School of Informatics",
48060,"Andrew Connor","Research Clusters>Media and Communications","Digital Design|Screen Studies","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48062,"Richard Coyne","Research Clusters>Media and Communications","Digital Design|information technology","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48064,"Julie Cupples","Research Clusters>Media and Communications","political communication|Political Communications|Screen Studies|Social Media","College of Science &amp; Engineering>School of GeoSciences",
48066,"Emma Davie","Research Clusters>Media and Communications","collaboration for experimentation|documentary filmmaking|narrative structure and form|Screen Studies","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48068,"Oliver Escobar","Research Clusters>Media and Communications","governance and democracy|political communication|Political Communications|public participation","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48070,"Charlotte Gleghorn","Research Clusters>Media and Communications","latin american film studies|Political Communications|political work of cinema|relationship to processes of memory|Screen Studies","College of Arts, Humanities &amp; Social Sciences>School of Literatures, Languages and Cultures",
48076,"Robin Hill","Research Clusters>Critical Data Studies|Research Clusters>Media and Communications","Data|Digital Design|Political Communications|Social Media","College of Science &amp; Engineering>School of Informatics",
48078,"Lotte Hoek","Research Clusters>Media and Communications","Screen Studies","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48080,"Itandehui Jansen","Research Clusters>Media and Communications","Screen Studies",,
48082,"Eric Laurier","Research Clusters>Critical Data Studies|Research Clusters>Media and Communications","Social Media","College of Science &amp; Engineering>School of GeoSciences",
48084,"Lachlan Urquhart","Research Clusters>Critical Data Studies|Research Clusters>Media and Communications","Data|Digital Design|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Law",
48086,"David Sorfa","Research Clusters>Media and Communications","Screen Studies","College of Arts, Humanities &amp; Social Sciences>School of Literatures, Languages and Cultures",
48088,"Nick Prior","Research Clusters>Critical Data Studies|Research Clusters>Media and Communications","Digital Design|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48090,"John Lee","Research Clusters>Media and Communications","Data|Digital Design|Social Media","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48092,"Clare Llewellyn","Research Clusters>Digital Cultural Heritage|Research Clusters>Media and Communications","Data|political communciation|Political Communications|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48094,"Ben Marder","Research Clusters>Media and Communications","behaviour &amp; flow|data analytics|Political Communications|Social Media|technologies in tourism|visitor attitudes","College of Arts, Humanities &amp; Social Sciences>University of Edinburgh Business School",
48096,"Thomas Molony","Research Clusters>Media and Communications","Political Communications|Social Media","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48097,"Jonny Murray","Research Clusters>Media and Communications","Screen Studies","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48099,"Claudia Pagliari","Research Clusters>Media and Communications","Data|Social Media","Usher Institute",
48101,"Annika Bergman Rosamond","Research Clusters>Media and Communications","Political Communications","College of Arts, Humanities &amp; Social Sciences>School of Social and Political Science",
48264,"Jen Ross","Centres, Hubs, Projects &amp; Networks>Centre for Research in Digital Education|Research Clusters>Digital Cultural Heritage","digital cultural heritage engagement|digital cultures and futures|Digital engagement, learning and participation","College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
48268,"Marisa Wilson","Research Clusters>Digital Cultural Heritage","Copyright, IP and access|Digital engagement, learning and participation|Geospatial data and heritage|research and teaching develops understanding plantation agriculture on environments, cultures &amp; bodies|Working with digital archives and collections","College of Science &amp; Engineering>School of GeoSciences",
48270,"Melissa Terras","Research Clusters>Creativity, AI and the Human|Research Clusters>Digital Cultural Heritage","AI ethics, responsibility, and governance|AI in creative domains|Copyright, IP and access|creative informatics|Digital documentation|Digital engagement, learning and participation|digitization of cultural heritage|Geospatial data and heritage|Human-centred and social dimensions of AI|technologies procedures and impact and how it intersects with internet technologies|Theories and practices of creativity|Working with digital archives and collections","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48273,"Philippa Sheail","Research Clusters>Digital Cultural Heritage","cultural geography|digital education|Digital engagement, learning and participation|drawing on organizational theory|interdisciplinary based in digital and higher educatin|social theories of time|Working with digital archives and collections","College of Arts, Humanities &amp; Social Sciences>Moray House School of Education and Sport",
48276,"Larissa Pschetz","Research Clusters>Digital Cultural Heritage|Research Clusters>Digital Economy and Society","design informatics|design of physical-digital artefacts|Digital engagement, learning and participation|human computer-interaction|interaction design|social sciences and humanities","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48278,"Nichola Dobson","Research Clusters>Creativity, AI and the Human|Research Clusters>Digital Cultural Heritage","AI in creative domains|AI in knowledge and learning contexts|Digital documentation|Digital engagement, learning and participation|Working with digital archives and collections","College of Arts, Humanities &amp; Social Sciences>Edinburgh College of Art",
48280,"Guillaume Robin","Research Clusters>Digital Cultural Heritage","Digital documentation|Digital engagement, learning and participation|Geospatial data and heritage|Tourism and heritage|Working with digital archives and collections","College of Arts, Humanities &amp; Social Sciences>School of History, Classics and Archaeology",
